GEOID,State Name,County Name,Year,TOTALPOP,TOTALHHOLD,QAGEDEP,QFEMALE,MEDAGE,QBLACK,QNATAM,QASIAN,QHISP,QFAM,QSNGPKIDS,QFHH,QFEMLBR,QED12LES,QRICH200K,QSSBEN,PERCAP,QCVLUN,QSERV,QEXTRCT,QRENTER,PPUNIT,QMOHO,QNOAUTO,QHSEBRDN,QUNINSUR,QESL,QPOVTY,QDISABLE,QUNOCCHU,MDGRENT,MDHSEVAL,SoVI_Score,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,SoVI_Score_Weighted
47037015622,Tennessee,Davidson ,2019,4313,1618,0.1208,0.4987,36.3,0.3413,0.0,0.0046,0.0958,0.6882,0.3118,0.1051,0.4535,0.0933,0.0896,0.1557,39425.0,0.0099,0.1169,0.007,0.3195,2.67,0.0,0.0,0.0532,0.1463,0.0762,0.0347,0.1162,0.03,933,242600,-2.3696023302708342,-0.9849948204395685,-1.5478898090683157,0.4722285643319108,-0.15383640265577422,-0.15510986243908695,-0.8069588095678586
47037015623,Tennessee,Davidson ,2019,5370,2429,0.2076,0.5665,36.0,0.2155,0.008,0.0076,0.0767,0.6293,0.3707,0.1865,0.4884,0.0992,0.0276,0.2285,27953.0,0.0277,0.2882,0.0,0.4809,2.21,0.0,0.042,0.3224,0.0549,0.0213,0.1626,0.2562,0.069,1015,190200,1.3070181805403975,0.05509783492602732,-0.3348606526014654,0.1879027429904582,0.15271096573233944,1.246167289493038,0.05770935790906117
47037015624,Tennessee,Davidson ,2019,5254,2423,0.1043,0.4547,32.4,0.3607,0.0,0.0238,0.0516,0.8677,0.1323,0.0764,0.4882,0.0385,0.0508,0.111,38242.0,0.0582,0.1817,0.0,0.5543,2.16,0.0086,0.0054,0.1754,0.1096,0.1272,0.0881,0.1102,0.0583,1150,159600,-3.301375006965531,-0.4089591370817787,-2.1388421094155463,0.35420417196241616,-0.450403051910768,-0.6573748805198539,-0.7803572446248757
47037015625,Tennessee,Davidson ,2019,5942,2507,0.1567,0.5241,36.7,0.154,0.0,0.0059,0.082,0.6102,0.3898,0.1915,0.4692,0.042,0.0227,0.2589,31192.0,0.0532,0.1306,0.0,0.3925,2.37,0.0,0.0124,0.1915,0.0947,0.0659,0.0411,0.157,0.0343,1336,166800,-0.5296634149646816,-0.6989912038991863,-1.0212021898541346,0.2971429077467952,0.14030435820718326,0.7530827128346608,-0.48125242943604324
47037015626,Tennessee,Davidson ,2019,6740,2737,0.1636,0.4454,30.8,0.4556,0.0079,0.0267,0.132,0.5839,0.4161,0.1264,0.3623,0.1099,0.019,0.1224,25208.0,0.0291,0.2197,0.0,0.7373,2.46,0.0182,0.011,0.2448,0.25,0.3497,0.2442,0.0728,0.0785,1016,185000,0.7405873905389431,0.12673525860701376,-1.2634672906824675,3.6485204868840353,-0.6126047024750463,-1.1585963617945922,0.1298230208248278
47037015627,Tennessee,Davidson ,2019,2930,966,0.1532,0.4956,37.5,0.3174,0.002,0.059,0.244,0.7018,0.2982,0.1874,0.494,0.1942,0.03,0.2153,23106.0,0.0472,0.2059,0.0042,0.1739,3.03,0.0,0.0259,0.207,0.1611,0.239,0.1464,0.1061,0.0747,1202,173800,2.438457545582009,-0.5631075775590664,-0.445621197271293,3.2833541621164466,-0.17859361138260663,0.3424257696785285,0.11989316895838233
47037015628,Tennessee,Davidson ,2019,3800,1693,0.1624,0.5174,30.2,0.4713,0.0,0.0292,0.2384,0.5951,0.4049,0.1335,0.4176,0.1489,0.0195,0.1388,26808.0,0.0491,0.1837,0.0,0.8594,2.18,0.0037,0.0738,0.1737,0.2349,0.2294,0.1156,0.0972,0.0985,1090,144900,1.5715048869509534,0.04268132300166173,-1.0434174644781344,3.2359151068517362,-0.4765453450635074,-0.18712873336080285,0.16633363872182028
47037015629,Tennessee,Davidson ,2019,7127,2794,0.1226,0.5607,27.9,0.4491,0.0,0.0027,0.0759,0.5689,0.4311,0.1865,0.5474,0.0519,0.0,0.0483,27633.0,0.0215,0.1639,0.0031,0.733,2.53,0.0146,0.0451,0.1428,0.0977,0.0967,0.0715,0.0796,0.0295,1155,220300,-0.8933634550328455,-0.7174547621939619,-2.4489047356434446,0.2604577975698555,0.5259669018044006,1.4865713434303047,-0.7999925055491052
47037015630,Tennessee,Davidson ,2019,4742,1861,0.1301,0.534,30.7,0.5259,0.0,0.0854,0.0749,0.604,0.396,0.1402,0.5569,0.0637,0.0054,0.0973,25166.0,0.0143,0.2128,0.0,0.3982,2.55,0.0,0.0328,0.2547,0.1261,0.1419,0.1333,0.0738,0.0422,1305,178100,-0.2435845702619659,-0.41591964380050034,-1.8023594325444992,1.2482091161052196,-0.38618089430429614,1.1126662842821102,-0.4381328693529232
47037015631,Tennessee,Davidson ,2019,12176,3974,0.1613,0.5237,31.9,0.3924,0.0,0.0077,0.105,0.8365,0.1635,0.155,0.4936,0.1093,0.0081,0.1792,25324.0,0.0444,0.2128,0.0,0.2413,3.06,0.03,0.0601,0.1839,0.074,0.0731,0.0843,0.1287,0.0966,1614,201100,-0.5088513031035848,-0.578621808032601,-1.3414025965454985,0.4064796572922202,0.4223636547918191,0.5823297893904755,-0.4886382534621808
47037015700,Tennessee,Davidson ,2019,1704,563,0.1649,0.5434,34.4,0.0915,0.0,0.0,0.3345,0.6621,0.3379,0.2167,0.4857,0.1534,0.0337,0.206,23387.0,0.0161,0.2929,0.0,0.2558,3.02,0.0,0.0,0.2469,0.2383,0.1868,0.2089,0.1831,0.057,1150,188600,4.553682963745466,-0.7715982257202781,-0.2792456787180929,3.7176013468989546,0.7020082341337587,1.1849172871511233,0.25481611136639876
47037015802,Tennessee,Davidson ,2019,5650,2549,0.1869,0.4524,34.2,0.2149,0.028,0.0317,0.2504,0.4903,0.5097,0.0761,0.4106,0.2593,0.0098,0.1691,22563.0,0.0488,0.238,0.0,0.6854,2.22,0.0,0.2032,0.2562,0.2512,0.2666,0.2281,0.1269,0.1155,846,193300,2.2187565780567127,0.8680257825140756,-0.292124076969814,3.786795998336833,-0.7433043389731506,-1.4006367868512313,0.7156075248184814
47037015803,Tennessee,Davidson ,2019,2932,939,0.1453,0.4512,28.9,0.2237,0.0,0.0,0.3718,0.6304,0.3696,0.1171,0.3454,0.3314,0.0,0.0596,15977.0,0.0308,0.2925,0.0,0.9489,3.12,0.0,0.1214,0.2673,0.471,0.5068,0.2262,0.1415,0.1778,932,148100,2.58216330276207,0.6267775463438044,-0.41562276506457524,4.3089114962973945,-0.09219902812507462,-1.8457039466894791,0.6675502446526115
47037015804,Tennessee,Davidson ,2019,4098,1875,0.1232,0.509,29.6,0.4,0.0,0.0332,0.2499,0.8417,0.1583,0.0443,0.4684,0.1886,0.0053,0.1189,23616.0,0.0335,0.159,0.0034,0.76,2.18,0.0263,0.0432,0.1643,0.27,0.3425,0.1683,0.077,0.1046,951,126000,2.057853915593936,-0.4983832512958664,-1.2373262774673897,4.306068120586758,-0.14965662115807565,-0.36284805507149054,0.040730143464297
47037015900,Tennessee,Davidson ,2019,2865,1105,0.2202,0.4757,37.3,0.2084,0.0223,0.0325,0.1595,0.9005,0.0995,0.0398,0.4094,0.2318,0.0,0.4425,14407.0,0.0472,0.2131,0.0,0.8335,1.61,0.0236,0.4805,0.191,0.2019,0.0979,0.5368,0.2948,0.1603,339,168100,1.715088416169393,2.351217964241252,1.0772018393582459,1.594356702172337,-1.0805285124687871,-2.2271595771336554,1.3440758738546055
47037016000,Tennessee,Davidson ,2019,945,526,0.1249,0.4878,33.4,0.4709,0.0,0.0,0.0815,0.6778,0.3222,0.1084,0.5016,0.1339,0.0,0.1616,26672.0,0.0382,0.227,0.0,0.8061,1.76,0.0525,0.2643,0.2529,0.1262,0.0,0.2032,0.2449,0.1363,742,184100,-1.6635669505940487,1.2030448398235702,-1.478749574449779,-0.5622123514670453,-0.029487034405302946,-0.7961628300954916,0.0031475416893785857
47037016100,Tennessee,Davidson ,2019,2345,1125,0.1147,0.5305,31.1,0.4418,0.003,0.0286,0.0422,0.3171,0.6829,0.2,0.5797,0.1674,0.0418,0.1822,34234.0,0.0132,0.2427,0.0,0.6587,2.08,0.0034,0.1502,0.2178,0.093,0.0336,0.1744,0.1083,0.0482,718,321300,-0.8446229107680048,0.5158569112842448,-1.7683890040303434,-0.3372015413835187,-0.17666223944415518,0.9217729628057678,-0.2426912427442683
47037016200,Tennessee,Davidson ,2019,3074,1570,0.2661,0.4932,31.9,0.6402,0.0,0.0319,0.0241,0.1682,0.8318,0.2255,0.453,0.2541,0.079,0.2879,31807.0,0.0834,0.1762,0.0,0.7089,1.9,0.0,0.2815,0.2382,0.0949,0.0,0.3152,0.1609,0.1491,517,323500,-0.3858742721603404,2.313574135692405,-0.02764757228641245,-0.606681667318781,-1.4154305497763395,-0.6496886184712122,0.7922204819850469
47037016300,Tennessee,Davidson ,2019,2560,973,0.1695,0.5578,28.6,0.4328,0.0,0.0313,0.0359,0.1561,0.8439,0.2549,0.4832,0.124,0.0822,0.1439,32242.0,0.0614,0.1987,0.0,0.5293,2.63,0.0,0.1459,0.2097,0.0617,0.0094,0.3692,0.073,0.3196,1246,511900,-1.622770655094305,1.4848402894455879,-1.3569311881261727,-0.9451745730396086,-0.8882379866608282,0.08273280328671663,0.10375838010293618
47037016400,Tennessee,Davidson ,2019,4251,1068,0.1099,0.5669,20.0,0.1339,0.004,0.0828,0.0522,1,0.0,0.0215,0.5669,0.0402,0.0665,0.3333,22225.0,0.067,0.2088,0.0,0.8099,1.47,0.0,0.2772,0.2434,0.0679,0.0273,0.1717,0.0881,0.2393,1043,549700,-2.4996541741054363,0.9161762860663412,-1.5211707881011527,-0.4625201566763103,-1.2361268102683807,-0.19601270512593433,-0.16738101801680402
47037016500,Tennessee,Davidson ,2019,4841,606,0.0031,0.5286,20.9,0.1566,0.0,0.1146,0.0723,0,1.0,0.0231,0.56,0.0581,0.0396,0.0149,15944.0,0.0709,0.1471,0.0,1.0,1.44,0.0034,0.071,0.495,0.0801,0.0442,0.1297,0.0329,0.3066,1720,.,-3.2472124763887966,1.2622795984267654,-2.4489047356434446,-0.4880037613437373,-1.0150470087241377,-0.5575365691042422,-0.2736252756273772
47037016600,Tennessee,Davidson ,2019,3054,2014,0.1005,0.5419,32.2,0.1221,0.0,0.1654,0.0305,1,0.0,0.0268,0.5258,0.0687,0.0531,0.149,48604.0,0.0079,0.1106,0.0,0.7875,1.52,0.0,0.1395,0.2165,0.0383,0.1152,0.224,0.1094,0.1171,1276,355500,-3.460258364954861,0.298121120451864,-1.2986368039179361,0.6471165989367104,-2.494622118491163,-0.6122371619343362,-0.33966054335919194
47037016700,Tennessee,Davidson ,2019,5304,2454,0.2496,0.5377,40.2,0.03,0.0,0.0394,0.0236,0.9591,0.0409,0.0281,0.5052,0.0168,0.2767,0.2632,91049.0,0.0209,0.0803,0.0021,0.3932,2.03,0.0035,0.0465,0.1121,0.0177,0.0118,0.0581,0.073,0.1322,1671,689900,-4.36573319233274,-0.23217183630668922,0.40654017518835844,-0.8589503170557694,-3.4142837405960837,-0.2668674735625557,-0.3825847882326096
47037016800,Tennessee,Davidson ,2019,4849,2360,0.1182,0.49,29.4,0.0765,0.0,0.1008,0.0266,0.9055,0.0945,0.0339,0.4912,0.0077,0.122,0.1407,55579.0,0.0132,0.1508,0.0,0.6886,2.05,0.0,0.0763,0.2674,0.0408,0.0132,0.0806,0.0835,0.0741,1321,601700,-5.552565796383581,0.06988855179469763,-1.9088392677927855,-0.5819094754985634,-2.214466187280683,-0.9172394176062472,-0.7854708240778
47037016900,Tennessee,Davidson ,2019,5092,2234,0.1697,0.5147,36.8,0.0346,0.0043,0.0589,0.0179,0.8353,0.1647,0.0457,0.4832,0.0228,0.1992,0.1791,72013.0,0.0,0.1122,0.0042,0.4064,2.28,0.0,0.0058,0.1526,0.0412,0.0123,0.0501,0.0452,0.0874,1134,563700,-5.076233264051458,-0.5205896006975955,-0.9799695842158598,-0.7021884745012806,-2.428734495417315,-0.44475110921940697,-0.8014163533937388
47037017000,Tennessee,Davidson ,2019,3730,1143,0.1324,0.5448,27.6,0.2054,0.0027,0.0177,0.0214,0.7931,0.2069,0.077,0.5136,0.042,0.1785,0.182,43333.0,0.0197,0.1537,0.0051,0.4383,2.56,0.0,0.0507,0.1575,0.0536,0.0224,0.0871,0.0853,0.2534,1325,508200,-4.011552084595187,-0.09256938609676034,-1.6148017378149897,-1.0222737087800784,-1.0957702227705528,-0.1861370291328059,-0.7142797297384725
47037017100,Tennessee,Davidson ,2019,2980,1626,0.1228,0.5517,30.5,0.0674,0.0,0.004,0.0161,0.9492,0.0508,0.0221,0.5376,0.0171,0.1722,0.0793,66067.0,0.0106,0.0592,0.0053,0.5246,1.83,0.0,0.0203,0.2466,0.0426,0.0072,0.0826,0.0557,0.1755,1631,454300,-5.357644728616923,-0.43728382852848596,-1.9968156432054347,-1.2409269212611016,-1.5877572621942015,-0.09486107342769971,-1.0315473498140513
47037017200,Tennessee,Davidson ,2019,1427,646,0.1661,0.4233,32.1,0.0357,0.0,0.0154,0.2628,0.56,0.44,0.0464,0.4228,0.173,0.0294,0.1533,29670.0,0.029,0.213,0.0,0.4768,2.2,0.0,0.0279,0.257,0.2712,0.158,0.2509,0.1114,0.1306,1152,212400,0.18410715114966103,0.054236170158602694,-1.0632158966452032,2.880908134564017,-0.2111211236824433,-1.4767001332453122,0.04591623387169666
47037017300,Tennessee,Davidson ,2019,3382,1187,0.1727,0.4657,32.4,0.1224,0.0062,0.1473,0.3016,0.8124,0.1876,0.1533,0.4367,0.1826,0.0126,0.1912,25303.0,0.0133,0.1871,0.0,0.4768,2.82,0.0,0.0202,0.219,0.28,0.271,0.1603,0.1011,0.0932,1128,181600,1.7528806972061606,-0.34754473673827985,-0.27771221510707805,4.3089114962973945,-1.202134018799442,-0.728639828446434,0.2655366091563846
47037017401,Tennessee,Davidson ,2019,2313,920,0.1786,0.4021,33.6,0.1431,0.0043,0.0203,0.3372,0.7914,0.2086,0.1283,0.3699,0.1926,0.0196,0.2402,23609.0,0.0362,0.2087,0.0,0.575,2.5,0.0,0.038,0.1663,0.2957,0.2385,0.1608,0.1656,0.0772,885,167800,1.9162585542229298,-0.23466330065132995,-0.43873004562693846,4.3089114962973945,-0.07816531938979203,-1.6410942764064043,0.2913925047263639
47037017402,Tennessee,Davidson ,2019,5386,2249,0.1302,0.4625,29.1,0.1357,0.0,0.0212,0.2926,0.597,0.403,0.0969,0.4229,0.1871,0.0124,0.1867,25902.0,0.0644,0.2051,0.0,0.5505,2.39,0.0,0.0591,0.2321,0.169,0.1919,0.2865,0.1248,0.1564,1135,223300,0.5358515920378906,0.19325571944265438,-1.21958173012217,2.79645614727334,-0.10720311361349923,-1.1270754309424342,0.08488538376576468
47037017500,Tennessee,Davidson ,2019,2967,1307,0.2042,0.4914,35.1,0.0344,0.0,0.0559,0.1618,0.6757,0.3243,0.1239,0.3306,0.2388,0.0,0.3963,24249.0,0.0625,0.2479,0.0,0.4889,2.25,0.0324,0.1056,0.189,0.1918,0.143,0.2895,0.215,0.0597,819,185000,2.0287997064010925,0.49319897821779396,0.5480771188636777,2.645933463282152,-0.4309677820034269,-1.2274420719591046,0.6403092466086299
47037017701,Tennessee,Davidson ,2019,2466,872,0.2259,0.5515,38.5,0.0146,0.0178,0.0316,0.0187,0.8963,0.1037,0.07,0.4848,0.0304,0.2821,0.2821,67719.0,0.0117,0.1796,0.0,0.1674,2.83,0.0,0.0378,0.1502,0.0243,0.023,0.0235,0.0726,0.0926,1987,660000,-3.1819835351890084,-0.5009662819736377,0.19185291752391745,-0.5522016448961489,-2.5426649589599903,0.22199643311685105,-0.41988837530309364
47037017702,Tennessee,Davidson ,2019,5210,1521,0.1775,0.5643,23.5,0.0397,0.0,0.0322,0.0188,0.8451,0.1549,0.092,0.5164,0.0078,0.2847,0.2544,49395.0,0.036,0.155,0.0,0.2084,2.31,0.0,0.0151,0.1584,0.0336,0.0105,0.0718,0.0378,0.0547,1125,572100,-3.905265403892944,-0.6565934297910933,-1.2384582525740846,-0.8993006993744437,-1.7193573506814106,0.6084443285280879,-0.8382343326814609
47037017800,Tennessee,Davidson ,2019,5498,2698,0.1575,0.635,33.3,0.0718,0.0031,0.03,0.0158,0.7915,0.2085,0.0708,0.5967,0.0386,0.1334,0.1523,55304.0,0.0119,0.0765,0.0,0.397,2.04,0.0,0.0137,0.2268,0.0509,0.0126,0.0973,0.052,0.1116,1486,463700,-2.114362359584471,-0.8017522823767971,-1.1629254744232613,-0.7704145959000485,-1.177854784739004,1.7985847778546398,-0.7447206690303471
47037017901,Tennessee,Davidson ,2019,4900,2199,0.3108,0.5547,49.8,0.0112,0.0,0.0631,0.0357,0.7985,0.2015,0.0523,0.5095,0.0219,0.2274,0.3543,85095.0,0.0344,0.095,0.0,0.2738,2.18,0.0,0.0109,0.1937,0.0134,0.0119,0.0677,0.1116,0.1407,1417,706800,-1.7129244090314737,-0.1341294074315972,1.7103834317033648,-0.30106197207852653,-3.433424377321767,0.44530791609705267,0.13885785422206234
47037017902,Tennessee,Davidson ,2019,4992,2450,0.3241,0.508,42.5,0.0156,0.0,0.0923,0.0232,0.9453,0.0547,0.0037,0.4713,0.0075,0.3363,0.3792,90080.0,0.0327,0.0324,0.0,0.3306,2.01,0.0,0.1143,0.1702,0.0248,0.0308,0.0438,0.1289,0.0418,1704,520800,-2.756903771107225,0.24487677272565753,1.7041792324917935,-0.27200501765373375,-3.6730775352502887,-0.7608772234206539,0.2119690617957055
47037018000,Tennessee,Davidson ,2019,4897,2499,0.2606,0.6314,46.1,0.0108,0.0,0.0359,0.0312,0.9676,0.0324,0.0772,0.6254,0.0,0.2297,0.3093,88579.0,0.0116,0.0487,0.0,0.2993,1.96,0.0,0.0376,0.1985,0.0539,0.0077,0.0323,0.1054,0.1555,1478,553500,-1.0040352801101153,-0.5729721177660207,1.1873921182397076,-0.5738029008446346,-2.8937260831217975,1.8490737033826299,-0.10353677841585679
47037018101,Tennessee,Davidson ,2019,5451,2385,0.1438,0.4873,29.3,0.2317,0.0,0.0629,0.2578,0.3359,0.6641,0.182,0.4644,0.2671,0.0302,0.1656,24029.0,0.0704,0.1699,0.0052,0.787,2.29,0.008,0.1308,0.3778,0.1493,0.182,0.3229,0.0666,0.0422,1026,249100,1.051224223707559,0.9493369286249416,-1.2892251360886824,2.6633221444721333,-0.7739260881044003,-0.49828362519643277,0.3794375531602563
47037018102,Tennessee,Davidson ,2019,3619,1820,0.354,0.5496,51.7,0.0384,0.0,0.0362,0.0108,0.9384,0.0616,0.0445,0.4543,0.0388,0.2522,0.406,75084.0,0.0267,0.0708,0.0,0.3522,1.95,0.0,0.1011,0.1742,0.015,0.0058,0.0376,0.1309,0.0421,1012,467700,-1.5395277523056736,-0.06190126905425739,2.1503010010126475,-0.38819626334793106,-3.44811947177693,0.20838825086079732,0.2590975837790074
47037018201,Tennessee,Davidson ,2019,2989,1280,0.2941,0.5206,48.6,0.0318,0.0027,0.0141,0.0161,0.9673,0.0327,0.068,0.4637,0.0579,0.1867,0.3023,59800.0,0.0154,0.1158,0.0,0.1461,2.34,0.0,0.0203,0.1109,0.0314,0.0125,0.0191,0.0943,0.0229,1157,438500,-1.9863754887341156,-0.8970900374261512,0.8449909488762354,-0.33631231921037225,-1.9189870201950674,0.3210229392212401,-0.33907039248062026
47037018202,Tennessee,Davidson ,2019,7222,3322,0.1771,0.5299,30.9,0.2285,0.0,0.0608,0.0612,0.7887,0.2113,0.1231,0.5049,0.0215,0.0888,0.2011,42426.0,0.0688,0.1362,0.0,0.6349,2.16,0.004,0.0144,0.3173,0.1169,0.0551,0.1281,0.0823,0.1251,1394,395500,-1.9631696363287832,0.1499527256479123,-1.159622236698231,0.21943009974435426,-1.379080947235191,0.20615072221237216,-0.29606312293367887
47037018203,Tennessee,Davidson ,2019,1392,529,0.273,0.5395,50.2,0.0409,0.0043,0.0,0.0395,0.9404,0.0596,0.0756,0.4493,0.0233,0.4934,0.3535,93836.0,0.0403,0.0783,0.0,0.0113,2.63,0.0,0.0132,0.0832,0.0467,0.0082,0.0043,0.0905,0.0816,.,641900,-3.509657554184182,-0.285067772688413,1.674660041405431,-0.8254826532699691,-3.6730775352502887,-0.4006896343809424,-0.08926453775965189
47037018301,Tennessee,Davidson ,2019,8254,3444,0.1892,0.4787,31.7,0.1474,0.0102,0.07,0.0201,0.8365,0.1635,0.0886,0.4792,0.0451,0.0897,0.1719,41346.0,0.0244,0.1313,0.0,0.3702,2.36,0.0027,0.0528,0.1574,0.0824,0.072,0.1436,0.0731,0.0582,1315,320400,-3.298121464314051,-0.35108122029704836,-1.2539947574983736,0.1195961213820032,-1.3432463212924657,-0.46939528660816643,-0.6029409870887091
47037018302,Tennessee,Davidson ,2019,2774,1071,0.2033,0.4744,38.8,0.0032,0.0047,0.0087,0.0353,0.8873,0.1127,0.0738,0.5022,0.0351,0.0766,0.1923,46180.0,0.0216,0.1378,0.0189,0.0822,2.59,0.0,0.0271,0.0644,0.0,0.0211,0.0115,0.057,0.0325,1830,278000,-3.7257091588268185,-1.261668575573735,-1.1814327631531016,-0.7984565383736738,-0.4455712105535161,-0.038580071172792184,-1.0312816620607212
47037018401,Tennessee,Davidson ,2019,7432,3373,0.1903,0.5287,34.2,0.1658,0.0,0.0881,0.0316,0.6442,0.3558,0.083,0.446,0.0694,0.0382,0.2636,35222.0,0.0315,0.1598,0.0,0.4634,2.2,0.0,0.0326,0.2155,0.1278,0.0776,0.101,0.0917,0.0881,1314,222600,-1.1544831217678553,-0.17739643688969084,-0.6038071155272144,0.81531896366276,-1.1946283851458868,0.00602985213217676,-0.2066332539305154
47037018404,Tennessee,Davidson ,2019,4963,2448,0.2047,0.5166,36.7,0.1811,0.0,0.021,0.0675,0.8832,0.1168,0.0666,0.4928,0.0405,0.0788,0.2467,47577.0,0.0293,0.1264,0.0031,0.5645,1.98,0.0,0.0421,0.1663,0.0669,0.0362,0.1469,0.1092,0.0351,1351,263400,-2.081279532404842,-0.4506615320534173,-0.7328025411295812,-0.06661860961849655,-1.0200859281261978,0.18888907852285153,-0.4674290509878444
47037018405,Tennessee,Davidson ,2019,4628,1943,0.2494,0.5516,43.6,0.0261,0.0,0.0331,0.0452,0.9071,0.0929,0.0504,0.4691,0.02,0.1724,0.297,55782.0,0.0169,0.1319,0.0,0.1215,2.38,0.005,0.0365,0.1451,0.0227,0.0174,0.0227,0.0713,0.029,1267,314900,-2.0924561056929636,-0.9505046161352877,0.34244196063859456,-0.2176282680326566,-1.8562601106024599,0.5894949284388461,-0.4574940100143318
47037018407,Tennessee,Davidson ,2019,5001,1855,0.1944,0.4939,40.7,0.0564,0.0,0.0584,0.0428,0.8844,0.1156,0.1003,0.4784,0.0271,0.1213,0.2248,47651.0,0.0414,0.1072,0.0,0.0275,2.7,0.0043,0.0065,0.0889,0.044,0.063,0.0715,0.0678,0.0,2400,298600,-2.902452162742443,-1.0961529517159545,-0.593789722676067,0.06952635559028658,-1.342208199769287,0.0601723558285793,-0.730373217066035
47037018408,Tennessee,Davidson ,2019,3753,1274,0.222,0.5558,42.4,0.0629,0.0,0.0392,0.0208,0.8371,0.1629,0.0824,0.509,0.0313,0.1641,0.219,46989.0,0.0187,0.0591,0.0,0.0565,2.95,0.0,0.0165,0.0856,0.0226,0.0266,0.0037,0.0746,0.0598,2368,339800,-2.460496518592407,-1.1987534377627191,-0.21355276521513872,-0.4770076653610625,-1.4117716482671614,0.840588998013675,-0.706472852906516
47037018409,Tennessee,Davidson ,2019,4205,2177,0.3807,0.6174,48.7,0.0654,0.0,0.0064,0.044,0.7224,0.2776,0.1052,0.5784,0.05,0.0179,0.4382,39755.0,0.0094,0.1365,0.0048,0.1644,1.89,0.0,0.0175,0.1139,0.0473,0.0144,0.0466,0.1781,0.0514,1465,224800,3.246223700759701,-1.261668575573735,2.0010686018469035,0.35317550110221707,-0.2650035676153664,2.4186517409996817,0.16876120722035118
47037018410,Tennessee,Davidson ,2019,3467,1665,0.1953,0.5385,34.8,0.1304,0.0,0.073,0.0513,0.6679,0.3321,0.1333,0.5422,0.052,0.0126,0.2402,31817.0,0.0261,0.1707,0.0,0.6114,2.08,0.0,0.0438,0.2336,0.1191,0.0892,0.1192,0.09,0.0593,1285,177100,0.07718265521492518,-0.33215747650920435,-0.7758589229870922,0.8836647090348678,-0.7061480343233706,1.0076823799997245,-0.2091211789412059
47037018500,Tennessee,Davidson ,2019,4886,1886,0.2579,0.5111,43.6,0.0037,0.0,0.0242,0.0,0.9614,0.0386,0.0504,0.401,0.0187,0.4348,0.2916,106563.0,0.0048,0.0791,0.0028,0.1591,2.58,0.0061,0.0164,0.1135,0.007,0.0243,0.0211,0.0725,0.0338,1500,983800,-5.115247549730299,-0.2859371303754427,0.8898812894503721,-0.9401235144335482,-3.6730775352502887,-1.105990659121391,-0.3643436006774846
47037018601,Tennessee,Davidson ,2019,2503,866,0.2449,0.477,46.4,0.0192,0.0,0.0108,0.0136,0.9893,0.0107,0.0254,0.3902,0.0108,0.4723,0.3453,104314.0,0.0166,0.0587,0.0044,0.0577,2.89,0.0068,0.0196,0.127,0.0192,0.0,0.0531,0.0515,0.0204,3115,991800,-5.883579651831786,-0.19127035888760027,0.8768773315230582,-1.2409269212611016,-3.6730775352502887,-1.655182167955854,-0.4067265907772809
47037018602,Tennessee,Davidson ,2019,4187,1560,0.2737,0.5271,48.2,0.0184,0.0,0.0227,0.0079,0.9256,0.0744,0.016,0.4082,0.0078,0.4808,0.3769,100086.0,0.0207,0.0432,0.0,0.0276,2.68,0.0043,0.0141,0.1462,0.0263,0.0091,0.0287,0.0645,0.0499,3469,750300,-4.218545786982719,-0.21163642268194668,1.536918797332718,-0.9558004929190181,-3.6730775352502887,-0.9149501334641834,-0.14723159470520683
47037018700,Tennessee,Davidson ,2019,3197,1228,0.3206,0.4823,50.6,0.0044,0.0,0.0219,0.0119,0.9465,0.0535,0.035,0.4562,0.0124,0.4699,0.3111,118425.0,0.0241,0.0452,0.0,0.0261,2.6,0.0,0.0187,0.1368,0.0059,0.0055,0.0025,0.0735,0.1069,.,739400,-4.197194448483507,-0.01441549769310045,1.8018741777596528,-1.157424154927694,-3.6730775352502887,-1.1541514383720766,-0.03386496871273982
47037018801,Tennessee,Davidson ,2019,5889,2361,0.2525,0.5006,37.2,0.0455,0.0024,0.0492,0.0053,0.9657,0.0343,0.0462,0.4673,0.0148,0.1347,0.2503,51578.0,0.0,0.0401,0.0,0.2482,2.49,0.0,0.0059,0.0669,0.0312,0.0084,0.0372,0.0756,0.0852,1585,381100,-3.85664842876374,-1.036006903082672,-0.40903949208500723,-0.5968877521679881,-1.639643177591261,-0.17507110383681213,-0.7887094764333644
47037018803,Tennessee,Davidson ,2019,3665,1916,0.227,0.5918,37.2,0.0529,0.0,0.0128,0.0769,0.832,0.168,0.0772,0.5786,0.009,0.1174,0.2537,62276.0,0.032,0.083,0.0102,0.4342,1.91,0.0085,0.0183,0.1545,0.0608,0.0261,0.0663,0.0857,0.0954,1463,378200,-1.117209936179863,-0.8722118676726022,-0.24105080449003452,-0.2667537196897023,-1.2227149207060777,1.4855213763785537,-0.4800278130638254
47037018804,Tennessee,Davidson ,2019,5164,2118,0.275,0.4725,44.7,0.1567,0.0,0.0205,0.0077,0.976,0.024,0.0066,0.4455,0.007,0.1615,0.2823,54175.0,0.0,0.0531,0.0,0.0798,2.44,0.0,0.0302,0.128,0.0211,0.0924,0.0612,0.0715,0.0098,2156,390100,-3.17190094178872,-1.0224545809955936,0.22598313487637228,-0.04707171525145019,-1.976456178475913,-0.35190160194213527,-0.5681958862931423
